Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2011-02,West Midlands Police,West Midlands Police,391791.0,297480.0,On or near Brown Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391791.0,297480.0,On or near Brown Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391477.0,296725.0,On or near Wanderers Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391477.0,296725.0,On or near Wanderers Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391681.0,297223.0,On or near Curzon Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391248.0,297427.0,On or near Milford Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394593.0,296224.0,On or near High Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395929.0,295295.0,On or near Edinburgh Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396022.0,294942.0,On or near Bellevue Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394148.0,300055.0,On or near Wolverhampton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394173.0,301182.0,On or near Robin Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392264.0,301784.0,On or near Low Hill Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391683.0,298882.0,On or near Broad Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391592.0,298558.0,On or near Market Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391592.0,298779.0,On or near Lichfield Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401514.0,297474.0,On or near Little London,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403692.0,297066.0,On or near Treyamon Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404359.0,298053.0,On or near Elmstead Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415543.0,280769.0,On or near Anchor Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411027.0,279300.0,On or near Delrene Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412238.0,278760.0,On or near Moreton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,413238.0,283063.0,On or near Scott Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415807.0,280998.0,On or near Draycote Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415696.0,282945.0,On or near Elmdon Park Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,416990.0,288602.0,On or near Over Green Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,417920.0,288442.0,On or near Sheppey Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,422971.0,276891.0,On or near Greenbank Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,417178.0,287151.0,On or near Sheepclose Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,418753.0,287219.0,On or near Waterson Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,418689.0,286264.0,On or near Compton Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,417975.0,286801.0,On or near Larch Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,416286.0,283556.0,On or near Goodway Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403404.0,289940.0,On or near Holyhead Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405087.0,288528.0,On or near Norton Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404992.0,287871.0,On or near Western Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405482.0,287957.0,On or near Knightstone Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405561.0,287735.0,On or near Ellen Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404522.0,288045.0,On or near Carlisle Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405194.0,288937.0,On or near South Road Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403404.0,289940.0,On or near Holyhead Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403449.0,289729.0,On or near Station Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404489.0,289234.0,On or near Tew Park Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403421.0,289454.0,On or near Frinton Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404490.0,287848.0,On or near Aberdeen Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407205.0,285415.0,On or near Barrow Walk,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409154.0,285939.0,On or near Herbert Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,408872.0,288059.0,On or near Melvina Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,408271.0,287231.0,On or near Lawley Middleway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405496.0,286340.0,On or near Rawlins Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406911.0,286260.0,On or near Horse Fair,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406638.0,288854.0,On or near Wheeler Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407289.0,290478.0,On or near Davey Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406813.0,290278.0,On or near Earlsbury Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406552.0,288736.0,On or near Orchid Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406216.0,288334.0,On or near Stainsby Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407062.0,286470.0,On or near Smallbrook Queensway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407015.0,286169.0,On or near Essex Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406886.0,286375.0,On or near Holloway Circus Queensway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406186.0,286496.0,On or near Berkley Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407340.0,287040.0,On or near Dale End,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406969.0,286970.0,On or near Temple Row,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407340.0,287040.0,On or near Dale End,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407177.0,286689.0,On or near Worcester Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407177.0,286689.0,On or near Worcester Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406966.0,287459.0,On or near St. Chads Queensway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404395.0,282263.0,On or near Gleave Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409684.0,279834.0,On or near The Haven,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409122.0,280255.0,On or near Chinn Brook Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409473.0,280827.0,On or near Glen Rise,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409089.0,280496.0,On or near Hopton Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402512.0,282245.0,On or near Pailton Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402431.0,281958.0,On or near Perton Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400555.0,279411.0,On or near Borrowdale Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403069.0,278365.0,On or near Seven Acres Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399102.0,278367.0,On or near Arden Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399257.0,276700.0,On or near Newey Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398403.0,278499.0,On or near Cornwall Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398567.0,278468.0,On or near Devon Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405442.0,278263.0,On or near Little Hill Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404239.0,277682.0,On or near Sedgeberrow Covert,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404386.0,277954.0,On or near Wansbeck Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404294.0,277759.0,On or near Ithon Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400867.0,284295.0,On or near Lower White Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401714.0,284314.0,On or near Math Meadow,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401548.0,283988.0,On or near Pennard Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403330.0,284390.0,On or near Vivian Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403538.0,284987.0,On or near Forest Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406707.0,285371.0,On or near Stone Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403505.0,286444.0,On or near Gillott Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404391.0,286432.0,On or near Mariner Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401247.0,281676.0,On or near Bartley Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400619.0,282850.0,On or near Simcox Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400619.0,282850.0,On or near Simcox Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400848.0,282763.0,On or near Ralphs Meadow,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409583.0,294716.0,On or near Princess Alice Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412771.0,296517.0,On or near Rectory Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436977.0,281597.0,On or near Broad Park Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,437134.0,281218.0,On or near Lambeth Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436526.0,282844.0,On or near Milverton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,438291.0,281116.0,On or near Boswell Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434491.0,281380.0,On or near St. Elizabeths Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433959.0,281089.0,On or near Gressingham Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433373.0,278564.0,On or near Friars Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433373.0,278564.0,On or near Friars Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434055.0,279532.0,On or near Charles Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432818.0,278613.0,On or near Queens Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,414535.0,296288.0,On or near Woodington Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,414343.0,295781.0,On or near Stephens Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,414623.0,293388.0,On or near Beauchamp Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415064.0,292483.0,On or near Stockton Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411418.0,298607.0,On or near Midgley Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,410567.0,299613.0,On or near Harcourt Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,410264.0,300164.0,On or near Kesterton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,414422.0,291424.0,On or near Kemble Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409605.0,291477.0,On or near Frances Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409565.0,291168.0,On or near Doidge Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409856.0,291045.0,On or near Slade Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409565.0,291558.0,On or near Kings Road,Anti-social behaviour,
